image_id,image_filename,image_doi,label
398,0cc6e576dac3046d279bba515e10a7a9.png,10.6084/m9.figshare.12230900,1
276,5d8297d46d5babc9aaba0652a2a5051f.png,10.6084/m9.figshare.12230489,1
336,862dd6f5e10f4b0622898c8c5ba7f3a3.png,10.6084/m9.figshare.12230675,1
274,a3cd8fc514a7a507198e186b5c58f9d2.png,10.6084/m9.figshare.12230483,1
220,5b3e7408f7ab2a8bce36cfda5a1e121b.png,10.6084/m9.figshare.12230288,1
61,610487e58f3868cabe7aac6b0d327a39.png,10.6084/m9.figshare.12229709,1
208,9c42ed347e00dc159b9fb767b52de139.png,10.6084/m9.figshare.12230249,1
334,515abacf9c89f439f90e7d34b406f581.png,10.6084/m9.figshare.12230666,1
294,4f8e654e9c41b941ef6ced7a6b833917.png,10.6084/m9.figshare.12230543,1
218,7756dcc0d11e89797a0a2f25e99d3b07.png,10.6084/m9.figshare.12230279,1
25,f981c4aac622d7cce71a81305dd38ade.png,10.6084/m9.figshare.12229598,1
3,8b312497db839bbe14c41fb18badbc23.png,10.6084/m9.figshare.12229523,1
49,41766de1e13ae83bdad1f7b71a606340.png,10.6084/m9.figshare.12229673,1
293,f195a1576fa4437e8f31f35959554eda.png,10.6084/m9.figshare.12230540,1
74,62b10ef656ce919574d9479871af5aee.png,10.6084/m9.figshare.12229748,1
324,aa57acbb927273704ae48cf748a79351.png,10.6084/m9.figshare.12230636,1
247,ebdd17c9dd496a1231cc29c081e78e80.png,10.6084/m9.figshare.12230390,1
85,6bb20c67c4013e8805d0f64315b9bcb1.png,10.6084/m9.figshare.12229787,1
302,555c3bddd4513160fb3681c88f4bcc87.png,10.6084/m9.figshare.12230567,1
170,c3342e85b3c771fadb1e7365b6eff252.png,10.6084/m9.figshare.12230120,1
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,0
42,45c237e071148a104c2770fbca5e67a8.png,10.6084/m9.figshare.12229652,1
262,425f92ac0896cfea0e4e674cd449ce23.png,10.6084/m9.figshare.12230444,1
183,d44546808b8c6976fbc7946f370562c4.png,10.6084/m9.figshare.12230168,1
94,02c7fb946ad5c5e5f9c1e1178c21fc92.png,10.6084/m9.figshare.12229817,1
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,1
102,023fcddb41b212f8ac3edde190d4ae5c.png,10.6084/m9.figshare.12229871,0
68,f29860b096765cfacea56a44c4fd805d.png,10.6084/m9.figshare.12229730,1
320,5921d98f5baacc86b3a1445540c858ee.png,10.6084/m9.figshare.12230621,1
67,ce433f891aafce35a31e058364a98194.png,10.6084/m9.figshare.12229727,1
30,0489736e8d880b5188b04d11c3131cd3.png,10.6084/m9.figshare.12229613,0
121,84c4b1e0a44ff6f6ce78e04f751518ed.png,10.6084/m9.figshare.12229949,0
147,7cadcc842e5559cd14a3cd1143dd8db0.png,10.6084/m9.figshare.12230051,0
166,eeabc7b91c5ab80afd2907f4111c6376.png,10.6084/m9.figshare.12230108,1
47,80f0bb35228273e50637a673be666337.png,10.6084/m9.figshare.12229667,1
346,aff2bee962c634294622f44a16b4f968.png,10.6084/m9.figshare.12230708,1
144,b8491225e9d46d5f48c33c310b7d2755.png,10.6084/m9.figshare.12230042,0
290,f24560268564c05b0f400bed26cc74f6.png,10.6084/m9.figshare.12230531,1
371,674fd708f0a5faed1e7057724ef43fb4.png,10.6084/m9.figshare.12230792,1
341,7da6d1898a00a92ef361c07b5a304ac2.png,10.6084/m9.figshare.12230693,1
269,651555a374eacf3de392c98dbd85d44d.png,10.6084/m9.figshare.12230468,1
318,a30fcaf343b17a21a7018e1ed1ec907e.png,10.6084/m9.figshare.12230615,1
331,9a847d90855db08e9dbd0b040689c3cb.png,10.6084/m9.figshare.12230657,1
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,1
207,cafba392717cd7b7077f8aec6d99296c.png,10.6084/m9.figshare.12230246,1
195,a7b7d4eb6367ad432a806b5662ff44e0.png,10.6084/m9.figshare.12230204,1
112,6bcb86179547a5f44a5622293f15d283.png,10.6084/m9.figshare.12229907,0
212,6e20d6ec569513933f5768d5424b7e86.png,10.6084/m9.figshare.12230261,1
2,9d0f43b29d78f673e9caf77928b4af3c.png,10.6084/m9.figshare.12229520,1
222,ed10d2a300c0f99915a467afc514c5cf.png,10.6084/m9.figshare.12230297,1
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,10.6084/m9.figshare.12230825,1
78,408929e7f250196167bf4418c08fd999.png,10.6084/m9.figshare.12229766,1
29,92f442dda43d7250c63ba2823c96be42.png,10.6084/m9.figshare.12229610,1
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1
50,6904abb84d55c002c01e119d241b18d9.png,10.6084/m9.figshare.12229676,1
228,7d96810eb097fe737df7fc9eb0a8b3ed.png,10.6084/m9.figshare.12230324,1
245,fb8f92d163cb0370fa7fa8e7bbaa4edc.png,10.6084/m9.figshare.12230384,1
186,09ddefdfc9ca8df4da326825425336d3.png,10.6084/m9.figshare.12230177,1
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,1
90,81508bd550a84bbe5731b93048e54270.png,10.6084/m9.figshare.12229802,1
179,b8df9a1c242fc6f825df3d16a1de8588.png,10.6084/m9.figshare.12230156,1
177,96d54337d5489e81ce6ad5508d7a5434.png,10.6084/m9.figshare.12230147,1
159,c5a677e9d495b6c0419df420f65c5a26.png,10.6084/m9.figshare.12230087,1
234,eddca08930f139f44c5d22a48d9f2909.png,10.6084/m9.figshare.12230345,1
383,d15e51987c8439946557b0f0829ad5a1.png,10.6084/m9.figshare.12230831,1
80,e131600fb2e2442a74a46722d621a1ff.png,10.6084/m9.figshare.12229772,1
79,ec342d2fc5da33cd79e9c1e3c507778e.png,10.6084/m9.figshare.12229769,1
283,5966509346d31911ac8644a23e128f56.png,10.6084/m9.figshare.12230510,1
289,2cefdbf695da71852337ae3557ccdd38.png,10.6084/m9.figshare.12230528,1
120,79bd0d0b44949450452bd745fd795a9a.png,10.6084/m9.figshare.12229937,0
392,ac20a24b37b7e87dcc375e6b7420d40e.png,10.6084/m9.figshare.12230879,1
115,b885f6b8c2023a5b25c95fd0381f9892.png,10.6084/m9.figshare.12229916,0
312,e195831951b7e556d3ca5f497ad4bc9c.png,10.6084/m9.figshare.12230597,1
259,a0e4c7e0f677cfcdb5614940266d221e.png,10.6084/m9.figshare.12230432,1
59,5223912945e356e1d6de561ad62a946f.png,10.6084/m9.figshare.12229703,1
287,7ba4a45ed026e5a7c8571c46b53a81bb.png,10.6084/m9.figshare.12230522,1
51,1a7a2ec67cefb1f11748edd2573291a8.png,10.6084/m9.figshare.12229679,1
92,66ac6258c1215e76435accb18ec68f08.png,10.6084/m9.figshare.12229811,1
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,0
97,299abd9ed2593fa2a0bcd9ba0c73a576.png,10.6084/m9.figshare.12229847,1
221,2fd118764c0afa9a4e1ccbe9bd8210a5.png,10.6084/m9.figshare.12230291,1
88,6335a5572eb69c87a905e2086964b929.png,10.6084/m9.figshare.12229796,1
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1
201,a9ceb5e547fed2f7d052cdc794cb1330.png,10.6084/m9.figshare.12230225,1
263,5901e3526774e5847970bb8203c7c711.png,10.6084/m9.figshare.12230447,1
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1
176,5613e617f960b8414dbec5aa38647f96.png,10.6084/m9.figshare.12230144,1
138,c0d57801655afd0ab48ad3f1e4b43603.png,10.6084/m9.figshare.12230015,1
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,1
203,dada70571c7ddf32b8bbbf448a6880a4.png,10.6084/m9.figshare.12230231,1
72,424a7ee29385c53e950de973f411a30c.png,10.6084/m9.figshare.12229742,1
128,cef1983c1bb8c0d9eb60efe03cfb3582.png,10.6084/m9.figshare.12229979,0
327,491840cea6a38ba8af9779a0ec319f4e.png,10.6084/m9.figshare.12230645,1
223,b75d053b22d2ed9d019608c8508676b6.png,10.6084/m9.figshare.12230306,1
219,a478295afdbbbc6ca8d08b3a435a4528.png,10.6084/m9.figshare.12230282,1
145,7a43cea47c58c87e989e37ba67714b53.png,10.6084/m9.figshare.12230045,0
240,9dc92f731aa43451aaccdaabbca220fa.png,10.6084/m9.figshare.12230366,1
347,2810965a78043a20fc999bfddec80b90.png,10.6084/m9.figshare.12230711,1
321,abaafc46c2b0cecef1ddb0ba3202ae74.png,10.6084/m9.figshare.12230624,1
45,e42d8978f7ff44cd74a646b97b1c2c1c.png,10.6084/m9.figshare.12229661,1
66,3831ee45ac7b7283b9becaa7116d8f33.png,10.6084/m9.figshare.12229724,1
18,3659bf68aeea760b319cd0710e3651fb.png,10.6084/m9.figshare.12229577,1
75,458d0586e1dc5d723b54924fa1a75ab1.png,10.6084/m9.figshare.12229751,1
9,71abd3d9c8d0e5738c1db3328645fde8.png,10.6084/m9.figshare.12229547,1
188,430addb0dc6daf0e6271fb6efe1a9777.png,10.6084/m9.figshare.12230183,1
315,c1d551f467cac1389043740557caae1f.png,10.6084/m9.figshare.12230606,1
380,f9df91b71002aad46ba2415744b0816c.png,10.6084/m9.figshare.12230822,1
333,a26e4ca310cc5150b95c849657f6d0d9.png,10.6084/m9.figshare.12230663,1
34,b6bf215df9cc83413a7c5a61c64361da.png,10.6084/m9.figshare.12229625,1
217,5a65081dd9202379699a7518fd51a9a5.png,10.6084/m9.figshare.12230276,1
378,b7c9bdb02733f1e3d77ac191115c15f7.png,10.6084/m9.figshare.12230816,1
119,ba49ee2fe18405a74c4daaef256365cc.png,10.6084/m9.figshare.12229934,0
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,1
71,c02c490c04b16068d3d7b0fad37c12e6.png,10.6084/m9.figshare.12229739,1
11,90d08f57cdeb58238879b4af949d4f50.png,10.6084/m9.figshare.12229553,1
36,7f725f332e420bc3c96533e342802d4c.png,10.6084/m9.figshare.12229631,1
300,19c7c2f6bb8dfb3143ab9f9be7dd3e9d.png,10.6084/m9.figshare.12230561,1
317,b4240350cfa007681725731c5eed73ac.png,10.6084/m9.figshare.12230612,1
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1
118,886b686fa3d22bb870a6ba41e5d1b82d.png,10.6084/m9.figshare.12229928,0
73,19bdf3c429c892641865a1bd2b143fea.png,10.6084/m9.figshare.12229745,1
40,544a28aab9a8a0b827a18423e82280b1.png,10.6084/m9.figshare.12229646,1
353,151e9e19a4a8a347e2eeb00ad52a210f.png,10.6084/m9.figshare.12230732,1
77,28d57ea979962b5e05639ed582021cdd.png,10.6084/m9.figshare.12229760,1
313,c7f09970db9f10dbaf7e567234d1371a.png,10.6084/m9.figshare.12230600,1
372,67f61d22243d7d51469eee3071e688cb.png,10.6084/m9.figshare.12230795,1
210,b3b5a33dee9c880c1abb235a50a5cd81.png,10.6084/m9.figshare.12230255,1
193,c0dad84e596a1fd11720827eda489983.png,10.6084/m9.figshare.12230198,1
326,f0f7dd54c926f100051df6361d0fbeac.png,10.6084/m9.figshare.12230642,1
364,92eb1f2563016d967eb885ee1a5fd2dd.png,10.6084/m9.figshare.12230771,1
132,763240077e66777b2a196a6af78c9716.png,10.6084/m9.figshare.12229994,0
243,431ffd642258bfa70558eb03afa9bc83.png,10.6084/m9.figshare.12230375,1
368,a110c8eecfe599a9120a3aec324f0da8.png,10.6084/m9.figshare.12230783,1
91,18f547031e43fa4fa11c2ceb03d1aaaa.png,10.6084/m9.figshare.12229808,1
344,dbb1bf3a7bced124e9f9012a950eb06b.png,10.6084/m9.figshare.12230702,1
266,29bb0d0010f481423a9d4293ad1e67b2.png,10.6084/m9.figshare.12230459,1
277,449a3b9bd9ad2cc080d8960bb3834968.png,10.6084/m9.figshare.12230492,1
237,8e39307fc74e68a5f4a6ae66764331b4.png,10.6084/m9.figshare.12230357,1
150,c41261e68aabdf7ff5d4bc90c2efd8f3.png,10.6084/m9.figshare.12230060,0
194,040722a73af21747a3b66a8d69a235d0.png,10.6084/m9.figshare.12230201,1
62,83685961615806fbb89a8788aa117f05.png,10.6084/m9.figshare.12229712,1
110,05332b67f94b5d1adbd8177bd8e1ff0b.png,10.6084/m9.figshare.12229898,0
153,acd5b382631b7f7b22d5be5b42ebac05.png,10.6084/m9.figshare.12230069,0
389,bef90ce102d8ea3841e78ed81d2d03ea.png,10.6084/m9.figshare.12230867,1
155,37264b18b1096a6515b8ce006c6568ee.png,10.6084/m9.figshare.12230075,0
180,f5bd2f7c1dea1ebb6ab3aeb72834b282.png,10.6084/m9.figshare.12230159,1
335,239fed60a9c2ffa1abce3e958b69f317.png,10.6084/m9.figshare.12230672,1
157,6df65e12916327e0c88c75191451a3f7.png,10.6084/m9.figshare.12230081,0
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1
307,532d83297919d817648393a46f6835db.png,10.6084/m9.figshare.12230582,1
323,502a16718f0316c85196c0e491f37fd3.png,10.6084/m9.figshare.12230633,1
199,5ebaeeae59a5bc5ca0d79d99cb4dcac1.png,10.6084/m9.figshare.12230219,1
33,07872ee58dea1007dd5d4afa5fb2556d.png,10.6084/m9.figshare.12229622,1
143,c01b36e0a384197ca9a2e6bcd2c552e1.png,10.6084/m9.figshare.12230039,0
56,e5ea9cccfefaf9d788e1447821752285.png,10.6084/m9.figshare.12229694,1
22,d67cd01defdc182ca48cee14e776f22c.png,10.6084/m9.figshare.12229589,0
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,1
348,eb88a78cefd39ef4f57be86f7d6c55b6.png,10.6084/m9.figshare.12230717,1
57,28508d4d8bb189cedd8d6c79b8d529c9.png,10.6084/m9.figshare.12229697,1
83,27ce7facb22d6ed75c146a43d23e7dde.png,10.6084/m9.figshare.12229781,1
113,edc3ac951f31fca241b7f04d2c5daac5.png,10.6084/m9.figshare.12229910,0
55,61b751b4e6c2a79d0369b24683339be1.png,10.6084/m9.figshare.12229691,1
20,edc748c10f4cd73535452d54b0d7a1a6.png,10.6084/m9.figshare.12229583,1
386,855ef72948b5ef0f051083d1cceca3f9.png,10.6084/m9.figshare.12230843,1
151,8042f9c026bca2cf1761489102ea284f.png,10.6084/m9.figshare.12230063,0
206,a9a16f442db25098459cc72d4e816c2d.png,10.6084/m9.figshare.12230243,1
84,c7adf1972424f069b6355c500962722f.png,10.6084/m9.figshare.12229784,1
14,746c084dbe0b987385df13ddbf4dd635.png,10.6084/m9.figshare.12229562,1
215,3b73689cbb3b2a04a1a713230459f7e5.png,10.6084/m9.figshare.12230270,1
178,008df697b9283d9ad4774096584d2efb.png,10.6084/m9.figshare.12230150,1
54,c505515711e6d4153bd59214d979c041.png,10.6084/m9.figshare.12229688,1
209,3c6531547003951472ce20fa1de720fc.png,10.6084/m9.figshare.12230252,1
284,a57e3c97ad51375f4656963d6bd88f8d.png,10.6084/m9.figshare.12230513,1
86,de81ced6d8b99536da382f09b4290d70.png,10.6084/m9.figshare.12229790,1
44,5ddea605aee431bb47d9580882733a87.png,10.6084/m9.figshare.12229658,1
390,1208a64963167c6b7d56a072f8b8ee1a.png,10.6084/m9.figshare.12230870,1
322,d40792e661b40a04ccf56f5e992c5d0c.png,10.6084/m9.figshare.12230627,1
158,b5cde4d2a21fb2e2d70db49b1db1df50.png,10.6084/m9.figshare.12230084,1
329,40387ef8bd22eb5167427ca9a25bc65a.png,10.6084/m9.figshare.12230651,1
385,5c64597b1e31000275d0d6d97f935d58.png,10.6084/m9.figshare.12230840,1
373,19b7ae0c1983488b205056be14cb8d3f.png,10.6084/m9.figshare.12230801,1
244,d718a645caa4281cefd7d6dc8f54e36b.png,10.6084/m9.figshare.12230378,1
17,602e28f6537d6638bc4ccbe4cde5fab1.png,10.6084/m9.figshare.12229571,1
229,f6ed8a6797cceb43ed891679cd4434de.png,10.6084/m9.figshare.12230327,1
26,584d79af21c45131e9af9d54d2c2b8e4.png,10.6084/m9.figshare.12229601,1
316,9cb5c0144965b0274edc70210f100940.png,10.6084/m9.figshare.12230609,1
376,da21a895881b3ba7d6108dba4a4ce17a.png,10.6084/m9.figshare.12230810,1
253,303399e0cd747a0646339f4e1f6c91a9.png,10.6084/m9.figshare.12230414,1
4,4fb1ebbd1adb2da024ffe2394c1712c9.png,10.6084/m9.figshare.12229526,1
181,ad4c619f92f722c47fed0bed95045fcd.png,10.6084/m9.figshare.12230162,1
286,519e7eefd219097919196d38beb06136.png,10.6084/m9.figshare.12230519,1
189,03f5d5ec88161b9365bea549d7ce92cd.png,10.6084/m9.figshare.12230186,1
185,c02a44c85b736dce9991d38c3f5fdd14.png,10.6084/m9.figshare.12230174,1
319,31a989e43eb0a9645509eb60e068aefc.png,10.6084/m9.figshare.12230618,1
175,c489085d5447252cf12c696ae302af23.png,10.6084/m9.figshare.12230141,1
146,055cde67bf7565df83f914b053ab86eb.png,10.6084/m9.figshare.12230048,0
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,1
328,4372f7114534a5e0b688673c15a43fa9.png,10.6084/m9.figshare.12230648,1
227,f261e4379ef4e11a13db19e54b698395.png,10.6084/m9.figshare.12230318,1
196,afc49f54ae8294f041c7998bd02d5a8f.png,10.6084/m9.figshare.12230207,1
204,ac988fe10c5e2b605b2c7e48f2af8701.png,10.6084/m9.figshare.12230234,1
384,54562f3bda233bc849ce844c2d6d0809.png,10.6084/m9.figshare.12230837,1
198,51219b4ad46ba947174b808fcee65478.png,10.6084/m9.figshare.12230216,1
7,df075c7d02cc7729bd04b5996a3e8991.png,10.6084/m9.figshare.12229538,1
63,4e36cfad62c065237107d1a0fe1abd9b.png,10.6084/m9.figshare.12229715,1
238,3f30a996dcac3c4845ba2e650fe874b5.png,10.6084/m9.figshare.12230360,1
279,5dccd5619d4469ed4516cbbcb4c29944.png,10.6084/m9.figshare.12230498,1
211,75ae516a4fba3943054907d8f738aa73.png,10.6084/m9.figshare.12230258,1
129,b8f6374bc7c780a8b4fd99498b05afbb.png,10.6084/m9.figshare.12229982,0
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,1
131,7d9c47264d5ffa28fdb561d0be14bb90.png,10.6084/m9.figshare.12229988,0
100,ee5338ab73b4db0c88f9e9dc98aca68e.png,10.6084/m9.figshare.12229859,1
224,f996f3195bdb1c5ed08d97272ae16e62.png,10.6084/m9.figshare.12230309,1
379,326be63a57e19af9bff9a7df786b9987.png,10.6084/m9.figshare.12230819,1
374,39f65c61194a94113080add1c7d5a198.png,10.6084/m9.figshare.12230804,1
258,a88f00847363c89e1960ade289b38612.png,10.6084/m9.figshare.12230429,1
296,ba64e833160b9da794e7aeb64207ba69.png,10.6084/m9.figshare.12230549,1
349,0c2a10baed0650fa1f7bb87e5d83a545.png,10.6084/m9.figshare.12230720,1
64,69a7526d382f793aaccd7dfe79dd2901.png,10.6084/m9.figshare.12229718,1
12,1766e5c4a2a6034960b40bdd3c47c297.png,10.6084/m9.figshare.12229556,1
239,f5cad8f1a038b616cb2ce4ca46183262.png,10.6084/m9.figshare.12230363,1
41,33708abb81e40ff45d1510c44546e82f.png,10.6084/m9.figshare.12229649,1
165,7c09a4a52e0cb6ffc6a10044dd321123.png,10.6084/m9.figshare.12230105,1
107,2fcce94875a4487c35970f75ad569640.png,10.6084/m9.figshare.12229889,0
311,5b9327cfecd550d543d371d0c94b2bad.png,10.6084/m9.figshare.12230594,1
343,b31ae3b8ec79bc3999e4165ca22ad373.png,10.6084/m9.figshare.12230699,1
298,d8e4b84f30c820328c07765d8f1f4c73.png,10.6084/m9.figshare.12230555,1
21,faf0a263bf469832c7569a5ccbaa48c3.png,10.6084/m9.figshare.12229586,1
162,5633910bdb41ea5626f7b60a8ef80af0.png,10.6084/m9.figshare.12230096,1
163,1c900ddde4d55e63c0d06c4854b29f89.png,10.6084/m9.figshare.12230099,1
122,a83df706a2f6abcc60ee209fc3cb9b64.png,10.6084/m9.figshare.12229955,0
81,0f023f6ad3d33b33334016798995fe53.png,10.6084/m9.figshare.12229775,1
248,a5ce47f6a10f543bf7fdac28b709d30d.png,10.6084/m9.figshare.12230393,1
192,5c7feaaf66d0981fe28378fbab186509.png,10.6084/m9.figshare.12230195,1
230,6bf1d6248d10a7f358f28d39245bb8fe.png,10.6084/m9.figshare.12230330,1
278,b5236e7b9f5dc7783cce4dbb5fb1a082.png,10.6084/m9.figshare.12230495,1
184,1a57775542328ddeda39a1aaacebfef0.png,10.6084/m9.figshare.12230171,1
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,0
375,78d680144e599148615a263fb6048f66.png,10.6084/m9.figshare.12230807,1
187,8f4f6c8c7589b41794bb248571026f1f.png,10.6084/m9.figshare.12230180,1
275,4929d79aaa3dcea4133f2a17cb7e10e0.png,10.6084/m9.figshare.12230486,1
299,1ee9fd65fccbf776a6170b4e4d034335.png,10.6084/m9.figshare.12230558,1
295,18379ef3f64b0efa33ee42877fdd6947.png,10.6084/m9.figshare.12230546,1
27,36a2bc6bae69351df86a4a2fe4d49c2a.png,10.6084/m9.figshare.12229604,0
52,ed6b37f3f850247337f16501fe5fa7fd.png,10.6084/m9.figshare.12229682,1
161,e8795423a9b8dadabdfaac3547c17abe.png,10.6084/m9.figshare.12230093,1
226,199ea9d75d6266bcc1be87995de6a70a.png,10.6084/m9.figshare.12230315,1
123,e9743b8e738f3f0bd2a084cbf8dc1cab.png,10.6084/m9.figshare.12229958,0
60,05481195119c8cfb884bf1462b53b004.png,10.6084/m9.figshare.12229706,1
142,c899c91db0a340602f35d125ec47fb74.png,10.6084/m9.figshare.12230036,0
205,33915ae53ce2cffb30485ad683a8c64e.png,10.6084/m9.figshare.12230240,1
16,42e7a4f3bd69279d8b1bc4ea8e248f08.png,10.6084/m9.figshare.12229568,1
395,1a1319ef78624dc20d4a43cadde1da01.png,10.6084/m9.figshare.12230891,1
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,1
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,1
393,363b6b00d925e5c52694b8f7b678c53b.png,10.6084/m9.figshare.12230885,1
139,f015142693fefeb45ad5202b66404293.png,10.6084/m9.figshare.12230021,0
285,14ea41d8e885c165390da7e03f594d9d.png,10.6084/m9.figshare.12230516,1
330,3731e3064f5b3dfaf2df337f4b481c78.png,10.6084/m9.figshare.12230654,1
169,21b10fc9c3e06aaea9b934a68b29d832.png,10.6084/m9.figshare.12230117,1
172,bdb0651112686ecfdb9db5b4d2e1d0e7.png,10.6084/m9.figshare.12230126,1
168,c99bb99a4e4ab6bbabceeea1bd229447.png,10.6084/m9.figshare.12230114,1
173,4bae321eaa4fedb2a75bf5c53b14b4f4.png,10.6084/m9.figshare.12230129,1
24,e49e5d68eaf20468db941ac76632674f.png,10.6084/m9.figshare.12229595,1
134,8f99ed3b3a6ef71e354c099db23e7498.png,10.6084/m9.figshare.12230003,0
242,36ec7e0332c9ab3aa1edb53fe8f6cba8.png,10.6084/m9.figshare.12230372,1
268,8725a834d8421b4f506987ce6402613a.png,10.6084/m9.figshare.12230465,1
354,fdcdaeed25a84e2966eda7ba86bdbcf6.png,10.6084/m9.figshare.12230735,1
124,d87688d665139adb1d9dec9f902fa4a9.png,10.6084/m9.figshare.12229961,0
13,ac1ed15ddc7fb3d7e6a9c7521eeebe78.png,10.6084/m9.figshare.12229559,1
345,2abb345da4a749001db486464032e6ab.png,10.6084/m9.figshare.12230705,1
152,3ae2fc6e5e6530f3291e21a8937c71b3.png,10.6084/m9.figshare.12230066,0
233,379c7ce231b0c43a3d9a964680573dce.png,10.6084/m9.figshare.12230342,1
301,272c49a7303c02c8c000fe0bc3a6dbbe.png,10.6084/m9.figshare.12230564,1
272,17192f69185395519f65be5358d32c3f.png,10.6084/m9.figshare.12230477,1
160,fbb86fcc0948f02be36a1348d1046688.png,10.6084/m9.figshare.12230090,1
167,b1f43c3a74ea03d4df18696b710a3fc4.png,10.6084/m9.figshare.12230111,1
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1
38,466a61aa31579a2ffb3c561f5a5d37d0.png,10.6084/m9.figshare.12229640,1
101,688bb88091ed6d58563888211455a559.png,10.6084/m9.figshare.12229865,1
308,aee74e3c1bcd82561303ee974d31c08f.png,10.6084/m9.figshare.12230585,1
396,ba9d94a8fdbaba01220db89cde170b24.png,10.6084/m9.figshare.12230894,1
43,e4c629cd4647aa3e1a5bd66590118b44.png,10.6084/m9.figshare.12229655,1
114,624930d9bfc4219ba1bdd73ea3fed13b.png,10.6084/m9.figshare.12229913,0
273,8c6d9eb30595ab305050c80d21aab128.png,10.6084/m9.figshare.12230480,1
99,81c4574751d0daa8c717d37e047ec234.png,10.6084/m9.figshare.12229856,1
1,be340ee72689dfe3f8dc9c24de6127f4.png,10.6084/m9.figshare.12229511,1
136,8cfdeaf76c0a48043406626f1a0b90a7.png,10.6084/m9.figshare.12230009,0
397,dbf4ff8985d6e352b46cd8f42add72e8.png,10.6084/m9.figshare.12230897,1
291,a10c2955a9d8654bec42a0d21c8acb6c.png,10.6084/m9.figshare.12230534,1
